School_Unit_Name,Elementary_school_cases,Middle_school_cases,High_school_cases,Gender,Reporting_date
LICEUL TEORETIC HENRI COANDA BACAU,246,289,328,M,2020-01-14
LICEUL TEORETIC HENRI COANDA DEJ,65,613,61,M,2012-06-03
LICEUL TEORETIC HENRI COANDA FELDRU,713,510,123,M,2011-08-24
LICEUL TEORETIC HENRI COANDA ORADEA,337,403,655,F,2014-12-04
LICEUL TEORETIC HENRI COANDA TIMISOARA,146,729,352,F,2014-12-18
LICEUL TEORETIC HOREA CLOSCA SI CRISAN CLUJ-NAPOCA,631,496,85,M,2013-07-07
LICEUL TEORETIC HORIA HULUBEI MAGURELE,473,627,301,F,2015-05-14
LICEUL TEORETIC HORVATH JANOS MARGHITA,292,687,415,F,2015-07-09
Liceul Teoretic Hyperion,225,255,412,M,2018-07-12
LICEUL TEORETIC I. C. BRATIANU HATEG,226,481,624,F,2017-01-15
LICEUL TEORETIC IANCU C VISSARION TITU,238,581,568,M,2019-07-07
Liceul Teoretic 'I.C. Dragusanu' Victoria,77,647,567,F,2018-08-19
LICEUL TEORETIC INDEPENDENTA CALAFAT,237,549,90,F,2017-04-19
Liceul Teoretic International Bucuresti,167,86,272,F,2020-01-19
Liceul Teoretic International de Informatica Bucuresti,555,197,569,M,2019-06-14
LICEUL TEORETIC INTERNATIONAL DE INFORMATICA CONSTANTA,449,366,685,M,2013-06-05
LICEUL TEORETIC IOAN BUTEANU SOMCUTA MARE,524,76,184,F,2019-09-22
LICEUL TEORETIC 'IOAN COTOVU' HARSOVA,98,602,514,F,2015-12-13
LICEUL TEORETIC IOAN JEBELEAN SANNICOLAU MARE,352,720,98,M,2020-07-14
Liceul Teoretic 'Ioan Pascu' Codlea,287,559,457,M,2012-11-08
LICEUL TEORETIC IOAN PETRUS OTOPENI,305,375,290,M,2016-06-23
LICEUL TEORETIC IOAN SLAVICI PANCIU,429,414,621,M,2014-02-08
LICEUL TEORETIC ION AGARBICEANU JIBOU,601,614,114,F,2012-02-04
Liceul Teoretic Ion Barbu,517,657,205,M,2018-11-24
LICEUL TEORETIC ION BARBU PITESTI,676,459,137,F,2015-10-31
LICEUL TEORETIC ION BORCEA BUHUSI,54,245,639,F,2015-12-05
LICEUL TEORETIC ION CANTACUZINO PITESTI,5,22,202,M,2017-12-20
LICEUL TEORETIC ION CREANGA TULCEA,144,605,261,M,2014-10-05
LICEUL TEORETIC ION GH. ROSCA OSICA DE SUS,416,101,672,M,2019-09-08
LICEUL TEORETIC ION GHICA RACARI,394,523,164,F,2014-10-26
LICEUL TEORETIC ION HELIADE RADULESCU TARGOVISTE,422,653,592,F,2018-11-09
LICEUL TEORETIC ION LUCA VATRA DORNEI,652,145,129,F,2017-07-27
LICEUL TEORETIC ION MIHALACHE TOPOLOVENI,218,671,460,F,2018-01-24
LICEUL TEORETIC ION NECULCE TARGU FRUMOS,0,388,448,F,2020-05-13
LICEUL TEORETIC IONITA ASAN CARACAL,610,298,487,F,2012-09-26
LICEUL TEORETIC IULIA HASDEU LUGOJ,602,301,74,M,2018-12-06
LICEUL TEORETIC IULIA ZAMFIRESCU MIOVENI,159,475,563,F,2011-11-10
LICEUL TEORETIC JEAN BART SULINA,3,627,705,F,2019-04-27
LICEUL TEORETIC JEAN LOUIS CALDERON TIMISOARA,653,661,716,M,2015-11-25
Liceul Teoretic Jean Monnet,440,412,80,M,2012-11-05
LICEUL TEORETIC JOSEPH HALTRICH SIGHISOARA,157,671,275,M,2013-10-17
LICEUL TEORETIC JOSIKA MIKLOS TURDA,326,93,594,M,2016-04-30
LICEUL TEORETIC JOZEF GREGOR TAJOVSKY NADLAC,134,101,56,M,2011-10-16
LICEUL TEORETIC JOZEF KOZACEK BUDOI,48,76,51,F,2014-08-23
LICEUL TEORETIC KEMENY JANOS TOPLITA,260,119,90,M,2016-01-03
LICEUL TEORETIC KEMENY ZSIGMOND GHERLA,4,93,719,M,2013-04-18
LICEUL TEORETIC LASCAR ROSETTI RADUCANENI,220,724,610,M,2014-04-17
LICEUL TEORETIC LEOWEY KLARA SIGHETU MARMATIEI,628,144,675,M,2021-01-15
LICEUL TEORETIC LITTLE LONDON PIPERA VOLUNTARI,283,544,545,F,2013-05-25
LICEUL TEORETIC LIVIU REBREANU TURDA,455,638,620,M,2012-12-26
Liceul Teoretic Lucian Blaga,695,332,245,M,2019-09-28
LICEUL TEORETIC LUCIAN BLAGA CLUJ-NAPOCA,554,61,422,F,2016-05-09
LICEUL TEORETIC 'LUCIAN BLAGA' CONSTANTA,702,389,485,F,2020-08-12
LICEUL TEORETIC LUCIAN BLAGA ORADEA,116,747,63,M,2016-07-11
LICEUL TEORETIC MARIN COMAN LOCALITATEA GALATI,678,118,460,F,2013-07-08
Liceul Teoretic Marin Preda,620,83,657,F,2018-02-26
LICEUL TEORETIC MARIN PREDA TURNU MAGURELE,491,461,345,M,2015-03-18
LICEUL TEORETIC MARK TWAIN INTERNATIONAL SCHOOL VOLUNTARI,498,552,319,F,2014-02-24
LICEUL TEORETIC MIHAI EMINESCU CALARASI,316,231,336,F,2019-12-04
LICEUL TEORETIC MIHAI EMINESCU CLUJ-NAPOCA,509,441,23,F,2012-12-16
LICEUL TEORETIC MIHAI EMINESCU MUN. BARLAD,631,186,119,M,2011-12-22
Liceul Teoretic Mihai Ionescu,694,183,394,M,2016-05-07
LICEUL TEORETIC MIHAI VELICIU CHISINEU-CRIS,90,491,407,F,2019-11-14
LICEUL TEORETIC MIHAI VITEAZUL BAILESTI,702,39,460,F,2015-06-08
LICEUL TEORETIC MIHAI VITEAZUL CARACAL,567,628,683,F,2012-08-08
LICEUL TEORETIC MIHAI VITEAZUL VISINA,289,301,253,F,2016-01-27
LICEUL TEORETIC 'MIHAIL KOGALNICEANU' MIHAIL KOGALNICEANU,259,324,360,F,2017-11-16
LICEUL TEORETIC MIHAIL KOGALNICEANU MUN. VASLUI,735,462,380,F,2014-12-12
LICEUL TEORETIC MIHAIL KOGALNICEANU SNAGOV,689,207,127,F,2019-12-06
Liceul Teoretic Mihail Sadoveanu,381,667,442,M,2021-06-02
Liceul Teoretic 'Mihail Saulescu' Predeal,278,118,256,M,2013-08-19
LICEUL TEORETIC MIHAIL SEBASTIAN,216,105,145,M,2019-07-26
Liceul Teoretic Mikes Kelemen Sfantu Gheorghe,553,666,559,F,2016-10-31
LICEUL TEORETIC MILLENIUM TIMISOARA,582,705,171,M,2013-03-03
Liceul Teoretic Mircea Eliade Intorsura Buzaului,255,300,76,M,2019-01-04
LICEUL TEORETIC MIRCEA ELIADE LOCALITATEA GALATI,442,500,85,M,2016-07-06
LICEUL TEORETIC MIRCEA ELIADE LUPENI,480,386,129,M,2016-03-07
LICEUL TEORETIC MIRON COSTIN IASI,729,689,486,M,2017-05-30
LICEUL TEORETIC MIRON COSTIN PASCANI,496,29,645,F,2016-06-19
Liceul Teoretic 'Mitropolit Ioan Metianu' Zarnesti,638,730,673,F,2016-07-13
LICEUL TEORETIC MURFATLAR,167,556,534,M,2017-11-01
Liceul Teoretic Nagy Mozes Targu Secuiesc,117,642,666,F,2014-10-27
LICEUL TEORETIC NATIONAL,655,460,261,F,2015-01-19
LICEUL TEORETIC NEGRESTI OAS,448,695,557,F,2015-03-13
LICEUL TEORETIC NEGRU VODA,523,544,702,F,2012-06-19
LICEUL TEORETIC NEMETH LASZLO BAIA MARE,324,44,659,M,2019-08-03
Liceul Teoretic New Generation School,713,265,227,F,2015-03-14
Liceul Teoretic Nichita Stanescu,181,193,628,M,2014-08-10
LICEUL TEORETIC NICOLAE BALCESCU CLUJ-NAPOCA,59,269,329,M,2013-01-21
LICEUL TEORETIC 'NICOLAE BALCESCU' MEDGIDIA,117,565,515,M,2021-03-25
LICEUL TEORETIC NICOLAE CARTOJAN GIURGIU,505,447,359,M,2015-05-01
Liceul Teoretic Nicolae Iorga,418,632,712,F,2014-08-09
LICEUL TEORETIC NICOLAE IORGA MUN. BARLAD,225,257,584,F,2020-11-09
LICEUL TEORETIC NICOLAE IORGA ORAS NEHOIU,179,526,451,F,2011-09-14
LICEUL TEORETIC NICOLAE JIGA TINCA,48,320,95,M,2019-05-19
LICEUL TEORETIC NICOLAE TITULESCU SLATINA,474,228,324,M,2014-01-02
LICEUL TEORETIC NIKOLAUS LENAU TIMISOARA,525,656,429,F,2015-11-20
LICEUL TEORETIC NOVACI,41,39,508,F,2013-09-21
LICEUL TEORETIC NR. 1 PERIS,211,246,707,F,2019-07-20
LICEUL TEORETIC NR.1 BRATCA,97,30,511,M,2014-08-02
LICEUL TEORETIC OCTAVIAN GOGA HUEDIN,53,21,702,M,2020-12-21
LICEUL TEORETIC O.C.TASLAUANU TOPLITA,724,74,454,M,2017-06-17
LICEUL TEORETIC OLTENI,595,13,0,F,2016-03-22
LICEUL TEORETIC ONISIFOR GHIBU CLUJ-NAPOCA,308,733,36,M,2020-02-19
LICEUL TEORETIC ONISIFOR GHIBU SIBIU,697,169,465,F,2019-11-15
LICEUL TEORETIC ORAS POGOANELE,591,578,724,F,2016-12-31
LICEUL TEORETIC ORASUL AZUGA,164,127,128,F,2017-06-28
LICEUL TEORETIC ORBAN BALAZS CRISTURU SECUIESC,342,103,165,M,2012-08-19
LICEUL TEORETIC 'OVIDIUS' CONSTANTA,99,202,372,F,2017-06-06
LICEUL TEORETIC PANAIT CERNA,489,482,683,M,2011-11-14
LICEUL TEORETIC PAUL GEORGESCU TANDAREI,380,155,600,F,2011-09-28
LICEUL TEORETIC PAVEL DAN CAMPIA TURZII,294,394,5,F,2016-04-14
LICEUL TEORETIC PANCOTA,244,582,219,F,2017-05-04
LICEUL TEORETIC PECIU NOU,402,630,654,M,2014-10-21
LICEUL TEORETIC PERIAM,50,81,353,F,2013-08-31
LICEUL TEORETIC PETOFI SANDOR SACUENI,198,124,464,F,2021-03-18
LICEUL TEORETIC PETRE PANDREA BALS,391,341,196,F,2018-12-13
LICEUL TEORETIC PETRU CERCEL TARGOVISTE,606,649,730,F,2016-01-21
LICEUL TEORETIC PETRU MAIOR GHERLA,493,683,72,F,2013-08-30
LICEUL TEORETIC PETRU MAIOR OCNA MURES,547,362,153,M,2013-12-20
LICEUL TEORETIC PETRU RARES TARGU LAPUS,309,650,234,M,2015-07-07
Liceul Teoretic Phoenix,205,274,35,M,2012-04-23
LICEUL TEORETIC PIATRA,545,635,286,M,2019-05-13
LICEUL TEORETIC 'PONTUS EUXINUS' LUMINA,300,10,288,F,2019-09-03
LICEUL TEORETIC RADU PETRESCU PRUNDU BARGAULUI,454,407,700,F,2017-03-02
LICEUL TEORETIC RADU POPESCU POPESTI LEORDENI,86,611,26,M,2012-10-30
LICEUL TEORETIC RADU VLADESCU ORAS PATARLAGELE,97,357,211,F,2018-12-23
LICEUL TEORETIC RECAS,547,177,145,M,2014-11-12
LICEUL TEORETIC SALAMON ERNO GHEORGHENI,467,118,96,F,2018-12-07
LICEUL TEORETIC SAMUIL MICU SARMASU,147,710,455,F,2013-09-10
LICEUL TEORETIC SANITAR BISTRITA,262,475,548,M,2020-04-15
Liceul Teoretic Scoala Europeana Bucuresti,721,141,318,F,2018-09-06
LICEUL TEORETIC SCOALA MEA,326,539,684,F,2011-10-07
LICEUL TEORETIC SEBIS,260,555,577,M,2017-08-04
LICEUL TEORETIC SFANTA MARIA LOCALITATEA GALATI,50,52,653,F,2018-01-12
LICEUL TEORETIC SFANTUL IOSIF ALBA IULIA,317,267,633,M,2020-02-03
LICEUL TEORETIC SFANTU NICOLAE GHEORGHENI,656,738,101,M,2018-11-29
LICEUL TEORETIC SFINTII KIRIL SI METODII DUDESTII VECHI,582,186,434,M,2015-05-02
Liceul Teoretic Sfintii Trei Ierarhi,536,482,713,F,2015-12-24
LICEUL TEORETIC SILVIU DRAGOMIR ILIA,143,533,3,F,2017-04-23
LICEUL TEORETIC SOCRATES TIMISOARA,91,141,564,F,2018-02-21
LICEUL TEORETIC SOLOMON HALITA SANGEORZ-BAI,718,256,34,F,2012-02-04
LICEUL TEORETIC SPECIAL IRIS TIMISOARA,444,513,80,F,2021-04-13
LICEUL TEORETIC SPIRU HARET MOINESTI,546,385,40,M,2020-08-09
LICEUL TEORETIC STEPHAN LUDWIG ROTH MEDIAS,449,614,556,F,2013-07-26
LICEUL TEORETIC SERBAN CIOCULESCU,510,42,309,M,2011-12-05
LICEUL TEORETIC SERBAN VODA ORASUL SLANIC,130,536,227,M,2020-07-16
LICEUL TEORETIC STEFAN CEL MARE MUNICIPIUL RAMNICU SARAT,1,639,41,F,2015-05-05
Liceul Teoretic Stefan Odobleja,89,55,606,M,2020-07-18
LICEUL TEORETIC TAMASI ARON ODORHEIU SECUIESC,201,640,474,F,2015-01-19
LICEUL TEORETIC TATA OANCEA BOCSA,189,0,184,M,2019-01-10
LICEUL TEORETIC TEGLAS GABOR DEVA,541,289,384,F,2017-07-07
LICEUL TEORETIC TEIUS,611,615,582,M,2016-09-25
Liceul Teoretic Traian,406,302,367,M,2014-10-16
LICEUL TEORETIC 'TRAIAN' CONSTANTA,522,414,214,M,2012-10-05
LICEUL TEORETIC TRAIAN LALESCU,155,442,597,F,2012-04-26
LICEUL TEORETIC TRAIAN LALESCU BRANESTI,561,87,713,F,2015-08-29
LICEUL TEORETIC TRAIAN LALESCU HUNEDOARA,545,599,515,F,2015-10-31
LICEUL TEORETIC TRAIAN VUIA FAGET,298,643,357,M,2019-10-05
LICEUL TEORETIC TRAIAN VUIA RESITA,39,496,164,M,2021-01-30
LICEUL TEORETIC TUDOR ARGHEZI CRAIOVA,284,163,33,M,2014-05-10
LICEUL TEORETIC TUDOR VIANU GIURGIU,63,443,520,M,2012-02-20
Liceul Teoretic Tudor Vladimirescu,161,537,215,F,2021-03-20
LICEUL TEORETIC TUDOR VLADIMIRESCU DRAGANESTI-OLT,512,602,439,F,2020-02-06
LICEUL TEORETIC VARLAAM MITROPOLITUL IASI,528,196,263,F,2021-02-13
LICEUL TEORETIC VASILE ALECSANDRI COMUNA SABAOANI,142,123,353,M,2011-11-26
LICEUL TEORETIC VASILE ALECSANDRI IASI,222,678,690,F,2011-12-25
LICEUL TEORETIC VICTOR BABES CLUJ-NAPOCA,685,418,196,M,2014-11-17
Liceul Teoretic Victoria,160,247,431,F,2019-12-26
LICEUL TEORETIC VIDELE,91,415,519,M,2017-10-23
LICEUL TEORETIC VIRGIL IERUNCA COM. LADESTI,357,702,584,M,2019-07-27
LICEUL TEORETIC VLAD TEPES TIMISOARA,730,488,123,M,2017-02-14
Liceul Teoretic Waldorf,180,93,737,M,2014-04-23
LICEUL TEORETIC WALDORF IASI,663,216,361,F,2016-08-06
LICEUL TEORETIC WILLIAM SHAKESPEARE TIMISOARA,676,4,369,F,2020-03-29
Liceul Teoretic 'Zajzoni Rab Istvan' Sacele,309,21,526,M,2014-02-03
LICEUL TEORETIC ZIMNICEA,132,510,372,F,2014-11-11
LICEUL TIMOTEI CIPARIU DUMBRAVENI,210,322,131,F,2013-09-14
LICEUL TRAIAN VUIA CRAIOVA,225,424,677,M,2012-12-14
LICEUL UDRISTE NASTUREL HOTARELE,157,658,439,F,2012-11-29
LICEUL UNITARIAN JANOS ZSIGMOND CLUJ-NAPOCA,462,525,680,M,2019-07-10
LICEUL VASILE CONTA ORAS TARGU NEAMT,572,14,111,F,2012-04-03
LICEUL VOCATIONAL DE ARTA TIRGU MURES,678,281,263,M,2014-09-02
Liceul Vocational de Arte Plastice 'Hans Mattis-Teutsch' Brasov,185,99,136,F,2017-01-02
Liceul Vocational de Muzica 'Tudor Ciortea' Brasov,551,515,51,M,2015-04-18
LICEUL VOCATIONAL PEDAGOGIC NICOLAE BOLCAS BEIUS,645,450,63,F,2011-08-24
LICEUL VOCATIONAL REFORMAT TIRGU MURES,176,15,595,F,2011-12-10
LICEUL VOIEVODUL MIRCEA TARGOVISTE,94,182,13,F,2018-04-08
LICEUL VOLTAIRE CRAIOVA,256,356,570,F,2016-08-14
LICEUL WALDORF CLUJ-NAPOCA,296,569,86,M,2014-10-15
LICEUL WALDORF TIMISOARA,349,10,401,F,2019-10-20
LICEULSTEFAN D. LUCHIAN'' STEFANESTI,428,219,616,F,2020-12-23
Ministerul Educatiei si Cercetarii,471,647,378,F,2020-04-28
PALATUL COPIILOR ADRIAN BARAN SLATINA,646,554,581,M,2012-04-23
PALATUL COPIILOR ALBA IULIA,634,370,193,F,2013-08-27
PALATUL COPIILOR ALEXANDRIA,69,617,518,M,2014-06-16
PALATUL COPIILOR ARAD,130,740,501,F,2013-10-05
PALATUL COPIILOR BACAU,450,661,439,M,2013-08-18
PALATUL COPIILOR BAIA MARE,615,471,699,F,2019-07-31
PALATUL COPIILOR BISTRITA,318,184,50,F,2017-02-17
PALATUL COPIILOR BOTOSANI,478,685,686,F,2016-04-25
Palatul Copiilor Brasov,213,614,225,F,2012-07-10
PALATUL COPIILOR BRAILA,99,585,472,F,2015-10-03
PALATUL COPIILOR CLUJ,621,29,366,F,2018-11-21
PALATUL COPIILOR CONSTANTA,350,402,559,F,2018-02-17
PALATUL COPIILOR CRAIOVA,404,287,240,F,2013-08-08
PALATUL COPIILOR DEVA,281,187,575,F,2017-11-12
PALATUL COPIILOR DROBETA TURNU SEVERIN,155,331,425,F,2012-05-26
PALATUL COPIILOR FOCSANI,240,634,683,M,2020-11-30
PALATUL COPIILOR GIURGIU,617,663,724,M,2013-07-14
PALATUL COPIILOR IASI,628,689,341,F,2019-07-27
PALATUL COPIILOR MIERCUREA CIUC,155,207,522,M,2012-08-02
PALATUL COPIILOR MUN. RM. VALCEA,541,691,300,F,2018-08-08
PALATUL COPIILOR MUN. VASLUI,221,578,431,F,2015-08-07
PALATUL COPIILOR MUNICIPIUL BUZAU,275,99,530,F,2017-09-13
PALATUL COPIILOR MUNICIPIUL PIATRA-NEAMT,667,255,428,F,2012-01-05
PALATUL COPIILOR MUNICIPIUL PLOIESTI,472,56,503,M,2013-11-22
PALATUL COPIILOR NR.1 CALARASI,65,699,457,F,2014-12-22
PALATUL COPIILOR ORADEA,350,269,77,M,2014-03-02
PALATUL COPIILOR PITESTI,718,307,628,M,2014-12-20
PALATUL COPIILOR RESITA,259,573,137,M,2015-02-26
PALATUL COPIILOR SATU MARE,487,622,24,F,2014-06-18
Palatul Copiilor Sfantu Gheorghe,147,78,674,M,2019-08-08
PALATUL COPIILOR SI ELEVILOR GALATI,219,303,394,F,2017-05-23
PALATUL COPIILOR SI ELEVILOR ILFOV,416,371,257,M,2012-01-30
PALATUL COPIILOR SIBIU,6,683,354,F,2019-04-10
PALATUL COPIILOR SLOBOZIA,682,122,730,F,2013-10-19
PALATUL COPIILOR SUCEAVA,211,32,24,F,2015-01-23
PALATUL COPIILOR TARGOVISTE,261,730,379,M,2017-11-05
PALATUL COPIILOR TG-JIU,196,404,375,F,2017-06-02
PALATUL COPIILOR TIMISOARA,595,240,91,F,2013-11-02
PALATUL COPIILOR TIRGU MURES,516,464,653,M,2014-06-06
PALATUL COPIILOR TULCEA,665,342,730,M,2013-03-19
PALATUL COPIILOR ZALAU,269,161,709,M,2014-06-28
Palatul National al Copiilor,697,151,488,F,2015-08-28
PENITENCIARUL VASLUI,465,515,320,F,2020-08-06
ROYAL SCHOOL IN TRANSYLVANIA,239,213,592,F,2014-06-13
SCOALA DE ARTA SLATINA,351,432,445,M,2016-09-12
SCOALA GIMNAZIALA  IOSIF PERVAIN CUGIR,431,534,533,F,2015-09-29
SCOALA GIMNAZIALA  NICOLAE PETRESCU CRIVAT,113,500,158,M,2018-10-29
SCOALA GIMNAZIALA ACHIM POPESCU COM. PAUSESTI MAGLASI,688,494,565,F,2019-12-12
SCOALA GIMNAZIALA ADJUDU VECHI,454,627,386,F,2019-11-24
SCOALA GIMNAZIALA ADRIAN PAUNESCU FOCSANI,591,469,580,M,2012-05-16
SCOALA GIMNAZIALA ADVENTISTA COMUNA MATCA,308,399,310,M,2015-04-20
SCOALA GIMNAZIALA AFUMATI,116,750,695,M,2019-12-20
SCOALA GIMNAZIALA AL. I. CUZA VORONA,610,502,664,F,2013-03-23
SCOALA GIMNAZIALA ALECSANDRU NICOLAID MISCHII,528,9,67,F,2019-12-28
SCOALA GIMNAZIALA ''ALECU IVAN GHILEA'' SENDRICENI,538,143,725,F,2021-03-10
Scoala Gimnaziala ALETHEEA,546,576,159,M,2014-01-20
SCOALA GIMNAZIALA ''ALEXANDRU CEL BUN'' ICUSENI,731,84,470,F,2014-12-23
SCOALA GIMNAZIALA ALEXANDRU D. GHICA OLTENITA,47,73,264,F,2014-04-19
SCOALA GIMNAZIALA ALEXANDRU IOAN CUZA BAIA MARE,362,562,571,F,2020-07-08
SCOALA GIMNAZIALA ALEXANDRU IOAN CUZA DOROHOI,62,291,90,F,2012-06-10
SCOALA GIMNAZIALA ALEXANDRU IVASIUC BAIA MARE,702,56,688,F,2018-11-30
SCOALA GIMNAZIALA ALEXANDRU MACEDONSKI CRAIOVA,172,57,673,F,2016-11-12
SCOALA GIMNAZIALA ALEXANDRU MORUZI COMUNA PECHEA,740,238,715,M,2021-02-17
SCOALA GIMNAZIALA ALEXANDRU VLAHUTA FOCSANI,289,254,378,F,2012-10-17
SCOALA GIMNAZIALA ALEXANDRU VLAHUTA GUGESTI,220,326,216,M,2011-09-25
SCOALA GIMNAZIALA ALEXANDRU VLAHUTA OLTENITA,329,665,503,F,2019-10-27
SCOALA GIMNAZIALA ALEXEI MATEEVICI COMUNA MOVILENI,365,643,396,F,2012-10-14
SCOALA GIMNAZIALA ALIMPESTI,156,172,612,F,2014-08-28
SCOALA GIMNAZIALA ALMASU MARE,14,641,464,M,2012-01-30
SCOALA GIMNAZIALA AL.STEFULESCU TG-JIU,110,397,65,F,2015-12-31
SCOALA GIMNAZIALA AMARASTII DE SUS,57,148,398,F,2018-06-30
SCOALA GIMNAZIALA AMZA PELLEA BAILESTI,395,283,521,F,2012-09-26
SCOALA GIMNAZIALA ANGELA GHEORGHIU ADJUD,392,368,353,F,2021-01-05
SCOALA GIMNAZIALA ANGHEL RUGINA LOCALITATEA TECUCI,378,604,148,F,2017-08-12
SCOALA GIMNAZIALA ANGHEL SALIGNY FOCSANI,372,113,385,F,2013-09-10
SCOALA GIMNAZIALA ANGHELESTI,677,245,204,M,2018-03-23
SCOALA GIMNAZIALA ANINOASA,37,488,197,M,2012-02-23
SCOALA GIMNAZIALA ANTON PANN CRAIOVA,108,732,626,F,2013-01-16
SCOALA GIMNAZIALA ANTON PANN MUN. RM. VALCEA,592,294,433,F,2013-05-15
SCOALA GIMNAZIALA ANTONIE MOGOS CEAURU BALESTI,724,199,383,M,2016-01-12
SCOALA GIMNAZIALA APELE VII,558,616,364,M,2016-08-27
SCOALA GIMNAZIALA ARCANI,689,132,233,F,2012-09-21
SCOALA GIMNAZIALA ARDUSAT,525,698,506,F,2014-04-26
SCOALA GIMNAZIALA ARINI,265,657,275,M,2018-06-18
SCOALA GIMNAZIALA ARISTOTEL CRISMARU'' DRAGUSENI,143,134,265,M,2017-12-27
SCOALA GIMNAZIALA ARON COTRUS CERGAU MARE,93,721,320,F,2013-11-14
SCOALA GIMNAZIALA ASUAJU DE SUS,98,250,176,F,2012-09-23
SCOALA GIMNAZIALA AUGUSTIN BENA PIANU DE JOS,47,698,561,M,2020-11-27
SCOALA GIMNAZIALA AUGUSTIN BUZURA COPALNIC-MANASTUR,646,582,718,M,2012-07-18
SCOALA GIMNAZIALA AUREL TEODORESCU STEJARI,573,375,350,F,2014-07-27
SCOALA GIMNAZIALA AVRAM IANCU  UNIREA,203,63,565,F,2015-08-29
SCOALA GIMNAZIALA AVRAM IANCU ABRUD,228,658,516,M,2014-06-29
SCOALA GIMNAZIALA AVRAM IANCU ALBA IULIA,4,284,124,M,2017-05-26
SCOALA GIMNAZIALA AVRAM IANCU AVRAM IANCU,353,213,541,M,2012-01-27
SCOALA GIMNAZIALA AVRAM IANCU BAIA MARE,95,622,562,F,2012-01-14
SCOALA GIMNAZIALA AVRAM IANCU ZLATNA,179,549,36,F,2020-07-21
SCOALA GIMNAZIALA AXENTE SEVER AIUD,255,567,473,F,2013-10-22
SCOALA GIMNAZIALA AXENTE SEVER MANARADE,166,724,566,M,2020-02-01
SCOALA GIMNAZIALA BACEA,511,374,353,F,2013-10-23
SCOALA GIMNAZIALA BAHNASENI,165,504,739,F,2016-12-30
SCOALA GIMNAZIALA BAIA SPRIE,310,530,456,M,2012-06-11
SCOALA GIMNAZIALA BAITA DE SUB CODRU,744,354,100,F,2012-09-13
SCOALA GIMNAZIALA BALANESTI,582,616,617,M,2019-09-18
SCOALA GIMNAZIALA BALCACIU,482,725,563,M,2016-11-26
SCOALA GIMNAZIALA BALCESTI BENGESTI-CIOCADIA,688,417,543,F,2016-03-23
SCOALA GIMNAZIALA BALESTI,44,518,301,M,2012-09-11
SCOALA GIMNAZIALA BALTA,562,644,20,F,2016-06-24
SCOALA GIMNAZIALA BARABANT,620,541,448,M,2020-07-30
SCOALA GIMNAZIALA BARBATESTI,499,649,614,F,2018-10-01
SCOALA GIMNAZIALA BARBU IONESCU URZICUTA,523,229,601,F,2012-07-08
SCOALA GIMNAZIALA BARBU STEFANESCU DELAVRANCEA NARUJA,504,693,206,M,2019-12-26
SCOALA GIMNAZIALA BARTOLOMEU VALERIU ANANIA COM. GLAVILE,203,360,134,M,2021-03-24
SCOALA GIMNAZIALA BASESTI,228,244,529,F,2014-07-12
SCOALA GIMNAZIALA BATINESTI,516,428,274,M,2012-03-17
SCOALA GIMNAZIALA BELCINU,481,147,146,F,2020-02-09
SCOALA GIMNAZIALA BELOT,344,305,530,M,2016-11-28
SCOALA GIMNAZIALA BEN CORLACIU GROSII TIBLESULUI,582,316,308,M,2021-02-03
SCOALA GIMNAZIALA BENESTI,154,528,192,F,2016-11-15
SCOALA GIMNAZIALA BENIC,667,491,430,M,2018-11-01
SCOALA GIMNAZIALA BENKO FERENC DAMACUSENI,106,205,257,F,2012-01-04
SCOALA GIMNAZIALA BERBESTI,685,402,246,M,2014-09-23
SCOALA GIMNAZIALA BERGHIN,330,88,691,M,2018-12-03
SCOALA GIMNAZIALA BERINDEI,344,309,625,M,2017-06-07
SCOALA GIMNAZIALA BICAZ,67,46,79,F,2019-11-13
SCOALA GIMNAZIALA BIJGHIR,684,169,451,M,2015-06-14
SCOALA GIMNAZIALA BIRZA,241,551,517,M,2016-01-04
SCOALA GIMNAZIALA BISTRA,491,134,418,M,2011-10-01
SCOALA GIMNAZIALA BISTRET,69,315,666,M,2015-12-29
SCOALA GIMNAZIALA BLANDIANA,661,41,316,M,2021-07-18
SCOALA GIMNAZIALA BOGDAN VODA,473,126,340,M,2012-05-17
SCOALA GIMNAZIALA BOGHESTI,439,37,274,M,2018-01-25
SCOALA GIMNAZIALA BOGZA,391,529,535,M,2017-08-13
SCOALA GIMNAZIALA BOLOVANIS,190,41,127,M,2017-09-30
SCOALA GIMNAZIALA BORASCU,577,404,5,M,2019-12-18
SCOALA GIMNAZIALA BOTIZA,116,33,680,F,2020-03-16
SCOALA GIMNAZIALA BOURENI,8,32,145,M,2020-01-28
SCOALA GIMNAZIALA BRABETI,283,433,715,F,2020-06-26
SCOALA GIMNAZIALA BRALOSTITA,630,120,650,M,2016-03-20
SCOALA GIMNAZIALA BRANISTE-DANETI,566,366,278,M,2018-08-25
SCOALA GIMNAZIALA BRATOVOESTI,687,172,196,F,2013-06-17
SCOALA GIMNAZIALA BREASTA,613,456,329,F,2019-07-24
SCOALA GIMNAZIALA BREB,461,216,219,F,2015-12-07
SCOALA GIMNAZIALA BUCOVAT,351,748,539,M,2012-11-29
SCOALA GIMNAZIALA BUCSESTI,578,210,390,F,2016-04-20
SCOALA GIMNAZIALA BUDESTI,205,237,352,F,2017-07-09
