School_Unit_Name,Elementary_school_cases,Middle_school_cases,High_school_cases,Gender,Reporting_date
SCOALA GIMNAZIALA STEFAN OCTAVIAN IOSIF LOCALITATEA TECUCI,86,66,34,M,2016-03-28
Scoala Gimnaziala Step by Step,78,296,83,F,2017-10-20
SCOALA GIMNAZIALA STRAMBA JIU TURCENI,266,191,293,M,2012-06-14
SCOALA GIMNAZIALA STREMT,345,174,154,F,2012-07-28
SCOALA GIMNAZIALA STROE S. BELLOESCU SAT PLESA COMUNA BERESTI-MERIA,206,26,168,F,2013-03-20
SCOALA GIMNAZIALA STRUNGARI,114,339,107,M,2013-07-30
SCOALA GIMNAZIALA SUGAG,435,91,300,M,2017-08-11
SCOALA GIMNAZIALA SURAIA,13,222,239,F,2019-05-20
SCOALA GIMNAZIALA TAKE IONESCU MUN. RM. VALCEA,217,29,249,M,2013-05-31
SCOALA GIMNAZIALA TALPAS,20,100,242,M,2020-01-02
SCOALA GIMNAZIALA TAMBOESTI,60,336,232,F,2019-03-12
SCOALA GIMNAZIALA TANASOAIA,254,224,191,M,2015-05-07
SCOALA GIMNAZIALA TANDARA,336,349,294,M,2013-01-22
SCOALA GIMNAZIALA TANTARENI,142,115,260,M,2019-06-29
SCOALA GIMNAZIALA TARGU-LOGRESTI,316,301,177,M,2018-12-10
SCOALA GIMNAZIALA TATARANU,249,39,3,F,2012-11-07
SCOALA GIMNAZIALA TARATA,106,322,233,M,2013-03-11
SCOALA GIMNAZIALA TEASC,113,44,74,M,2013-04-27
SCOALA GIMNAZIALA TELNA,233,23,156,F,2018-12-23
SCOALA GIMNAZIALA TEMELIA,281,217,45,F,2012-01-21
SCOALA GIMNAZIALA TEODOR BALASEL COM. STEFANESTI,203,236,288,M,2020-03-08
SCOALA GIMNAZIALA TEOFIL VALCU HANESTI,402,127,277,M,2012-06-22
SCOALA GIMNAZIALA TERPEZITA,332,297,198,F,2013-02-14
SCOALA GIMNAZIALA TERRAVEDA CRAIOVA,233,346,67,F,2018-04-27
SCOALA GIMNAZIALA TESLUI,344,195,67,M,2019-01-29
SCOALA GIMNAZIALA TIBERIU UTAN VALENI,46,286,170,M,2014-05-01
SCOALA GIMNAZIALA TIFESTI,286,42,38,M,2012-04-08
SCOALA GIMNAZIALA TIRITU,141,206,34,M,2019-06-16
SCOALA GIMNAZIALA TOMA COCISIU BLAJ,169,5,100,F,2018-08-03
SCOALA GIMNAZIALA TRAIAN CRAIOVA,208,65,52,F,2017-12-26
SCOALA GIMNAZIALA TRESTIA,258,202,243,F,2016-12-04
SCOALA GIMNAZIALA TUDOR PAMFILE COMUNA TEPU,77,192,50,F,2013-05-09
SCOALA GIMNAZIALA TUDOR SEGARCEANU GOICEA,380,67,80,M,2012-10-12
SCOALA GIMNAZIALA TUDOR VLADIMIRESCU CALARASI,273,7,81,F,2020-08-23
SCOALA GIMNAZIALA TUDOR VLADIMIRESCU MUN. DRAGASANI DRAGASANI,423,54,259,F,2012-01-23
SCOALA GIMNAZIALA TUGLUI,414,26,16,M,2016-04-09
SCOALA GIMNAZIALA TUTA,179,315,64,F,2012-03-22
SCOALA GIMNAZIALA UNIREA,114,224,282,M,2018-01-14
SCOALA GIMNAZIALA UNIREA COMUNA BRANISTEA,258,200,52,M,2013-06-05
SCOALA GIMNAZIALA URECHESTI,244,131,155,F,2020-04-29
SCOALA GIMNAZIALA VADU IZEI,423,160,157,M,2015-01-20
SCOALA GIMNAZIALA VADU MOTILOR,80,342,15,F,2019-07-17
SCOALA GIMNAZIALA VALEA FANTANILOR,172,37,192,F,2011-08-07
SCOALA GIMNAZIALA VALEA LUI PATRU,354,332,17,M,2011-12-28
SCOALA GIMNAZIALA VALEA VISEULUI,58,248,175,M,2015-11-12
SCOALA GIMNAZIALA VALERIU D. COTEA VIDRA,385,56,90,M,2017-10-15
SCOALA GIMNAZIALA VANATORI,249,322,180,F,2016-02-19
SCOALA GIMNAZIALA VARTESCOIU,217,240,214,F,2017-12-31
SCOALA GIMNAZIALA VARTOP,217,68,256,F,2017-12-31
SCOALA GIMNAZIALA VARVORU DE JOS,120,176,124,M,2012-05-03
SCOALA GIMNAZIALA VASILE ALECSANDRI BAIA MARE,12,146,129,M,2016-11-22
SCOALA GIMNAZIALA VASILE BERCI CALINESTI,439,107,173,M,2012-08-23
SCOALA GIMNAZIALA VASILE BOLOGA GEOAGIU DE SUS,55,163,5,F,2014-11-24
SCOALA GIMNAZIALA VASILE BURLUI COMUNA SUCEVENI,134,30,124,F,2012-09-01
SCOALA GIMNAZIALA VASILE GHETIE BERINTA,60,5,55,M,2020-04-12
SCOALA GIMNAZIALA VASILE GOLDIS ALBA IULIA,152,198,271,M,2018-04-01
SCOALA GIMNAZIALA VASILE IFTIMESCU VALEA SARII,179,100,72,M,2019-08-11
SCOALA GIMNAZIALA VASILE LUCACIU SISESTI,274,206,104,M,2014-02-03
SCOALA GIMNAZIALA VASILE SEICARU COMUNA OANCEA,302,12,13,F,2014-12-16
SCOALA GIMNAZIALA VERBITA,300,47,193,M,2015-07-27
SCOALA GIMNAZIALA VESEUS,148,242,280,M,2016-11-01
SCOALA GIMNAZIALA VICTOR ION POPA COMUNA IVESTI,360,151,151,M,2012-10-03
SCOALA GIMNAZIALA VICTOR POPESCU VALEA CU APA FARCASESTI,287,192,101,F,2019-02-22
SCOALA GIMNAZIALA VICTOR SLAVESCU COTESTI,56,347,10,F,2017-05-09
SCOALA GIMNAZIALA VICTOR VALCOVICI LOCALITATEA GALATI,388,14,230,F,2017-11-30
SCOALA GIMNAZIALA VIDRA,109,302,115,F,2017-11-23
SCOALA GIMNAZIALA VIMA MICA,429,16,242,F,2018-01-22
SCOALA GIMNAZIALA VINGARD,202,349,23,F,2020-04-28
SCOALA GIMNAZIALA VISEU DE JOS,56,348,142,M,2017-12-06
SCOALA GIMNAZIALA VIZANTEA MANASTIREASCA,329,263,13,M,2013-07-23
SCOALA GIMNAZIALA VIZANTEA RAZASEASCA,174,101,153,F,2015-03-13
SCOALA GIMNAZIALA VLADNIC,206,4,142,F,2012-12-01
SCOALA GIMNAZIALA VOETIN,211,345,289,F,2012-12-01
SCOALA GIMNAZIALA VOIEVOD LITOVOI TG-JIU,29,341,62,M,2013-01-06
SCOALA GIMNAZIALA VULTURU,313,346,230,M,2013-05-20
SCOALA GIMNAZIALA WALDORF MUN. RM. VALCEA,409,169,265,M,2013-08-13
SCOALA GIMNAZIALA ZANOAGA,397,266,67,F,2020-04-23
SCOALA GIMNAZIALAACADEMICIAN ALEXANDRU ZUB''VARFU CAMPULUI,350,9,205,M,2012-07-17
SCOALA GIMNAZIALAGHEORGHE DANCU BIIA,70,263,66,M,2016-10-31
SCOALA GIMNAZIALA NR. 1 COMUNA BICAZU ARDELEAN,313,118,18,M,2019-04-07
SCOALA INTERNATIONALA CLAS CIOFLICENI - SNAGOV,103,15,119,F,2020-04-18
SCOALA POSTLICEALA ANA ASLAN FOCSANI,331,39,29,F,2014-11-16
SCOALA POSTLICEALA CAROL DAVILA LOCALITATEA GALATI,46,113,270,M,2012-08-26
SCOALA POSTLICEALA CAROL DAVILA MUNICIPIUL TECUCI,54,110,48,F,2012-07-07
SCOALA POSTLICEALA CAROL DAVILA TG-JIU,82,133,51,F,2020-02-22
SCOALA POSTLICEALA CHRISTIANA LOCALITATEA GALATI,132,131,137,F,2018-05-27
SCOALA POSTLICEALA COMAN MUNICIPIUL GALATI,416,39,148,F,2013-02-12
SCOALA POSTLICEALA DE AFACERI ALBA IULIA,264,40,36,F,2012-11-22
SCOALA POSTLICEALA DE STUDII SANITARE QUEEN ELIZABETH CRAIOVA,207,65,12,M,2011-12-08
SCOALA POSTLICEALA ECOLOGICA SFANTUL STEFAN CRAIOVA,15,268,278,M,2013-11-20
SCOALA POSTLICEALA EDUNET CRAIOVA,339,168,100,F,2012-12-15
SCOALA POSTLICEALA FEG,330,294,13,M,2015-11-08
SCOALA POSTLICEALA FEG ALBA IULIA,448,101,131,F,2018-03-18
SCOALA POSTLICEALA FEG CALARASI,396,297,235,F,2017-01-18
SCOALA POSTLICEALA FEG CRAIOVA,308,207,61,F,2013-01-05
SCOALA POSTLICEALA F.E.G EDUCATION,68,197,216,M,2016-07-09
SCOALA POSTLICEALA FEG EDUCATION MUNICIPIUL TECUCI,319,320,282,M,2015-05-29
SCOALA POSTLICEALA F.E.G. MUN. DRAGASANI,196,278,0,M,2016-10-13
SCOALA POSTLICEALA FEG MUN. RM. VALCEA,406,221,271,F,2019-08-11
SCOALA POSTLICEALA FEG MUNICIPIUL GALATI,377,81,180,M,2014-06-10
SCOALA POSTLICEALA F.E.G.Education TG-JIU,65,277,172,M,2020-06-27
SCOALA POSTLICEALA HENRI COANDA ALBA IULIA,25,150,205,M,2013-11-12
SCOALA POSTLICEALA HENRI COANDA CAMPENI,20,83,52,M,2015-03-05
SCOALA POSTLICEALA HENRI COANDA SEBES,203,306,148,M,2017-05-15
SCOALA POSTLICEALA INTELLECTUM LOCALITATEA GALATI,121,63,77,F,2015-03-20
SCOALA POSTLICEALA MED FARM SPERANTA OCNA MURES,137,9,181,M,2016-06-18
SCOALA POSTLICEALA MED-FARM SPERANTA CUGIR,76,339,112,M,2017-11-13
SCOALA POSTLICEALA SANITARA ALBA IULIA,296,58,194,F,2017-03-11
SCOALA POSTLICEALA SANITARA BLAJ,278,350,194,M,2015-08-25
SCOALA POSTLICEALA SANITARA CAROL DAVILA BAIA MARE,405,86,189,F,2012-11-09
SCOALA POSTLICEALA SANITARA CAROL DAVILA FOCSANI,211,160,268,M,2015-02-15
Scoala Postliceala Sanitara Centrul de Studii Europene Bucuresti,353,342,239,M,2012-07-13
SCOALA POSTLICEALA SANITARA CHRISTIANA CRAIOVA,146,282,62,M,2011-11-15
SCOALA POSTLICEALA SANITARA EDUNET BAILESTI,284,150,276,M,2017-05-14
SCOALA POSTLICEALA SANITARA EUGEN NICOARA SIGHISOARA,151,153,204,F,2021-03-06
SCOALA POSTLICEALA SANITARA GHEORGHE TITEICA SEGARCEA,132,153,68,F,2019-02-24
SCOALA POSTLICEALA SANITARA HIPOCRATE MOTRU,299,268,226,M,2015-02-25
SCOALA POSTLICEALA SANITARA HIPOCRATES SIGHETU MARMATIEI,189,56,287,M,2015-06-03
SCOALA POSTLICEALA SANITARA HIPPOCRATE FOCSANI,11,13,265,F,2019-12-17
SCOALA POSTLICEALA SANITARA ION NANUTI CALARASI,430,101,107,F,2016-02-22
SCOALA POSTLICEALA SANITARA OMENIA TG-JIU,329,203,6,F,2013-10-28
SCOALA POSTLICEALA SANITARA POMPEI SAMARIAN CALARASI,315,108,262,F,2020-06-26
SCOALA POSTLICEALA SANITARA QUEEN ELIZABETH FILIASI,428,126,23,F,2017-02-22
SCOALA POSTLICEALA SANITARA SAN-ECO-MED CRAIOVA,402,137,289,F,2012-07-10
SCOALA POSTLICEALA SANITARA VASILE ALECSANDRI FOCSANI,32,177,187,F,2011-11-29
SCOALA POSTLICEALA SF. VASILE CEL MARE LOCALITATEA GALATI,362,93,18,M,2019-07-09
SCOALA POSTLICEALA TEHNICA HENRI COANDA BAIA MARE,310,134,95,M,2018-12-24
SCOALA POSTLICEALA TEOLOGICO-SANITARA SFANTUL IOSIF CRAIOVA,392,322,137,M,2012-03-17
SCOALA POSTLICEALAPROF. DR.DOC. ENESCU LONGINUS BOTOSANI,401,265,99,F,2015-11-09
SCOALA PRIIMARA NR.1 MARIUTA,365,205,17,M,2013-03-19
SCOALA PRIM LAZARESTI BUMBESTI-JIU,2,106,133,F,2016-02-29
SCOALA PRIMARA  STEFAN METES GEOMAL,105,66,250,M,2014-05-21
SCOALA PRIMARA ACMARIU,118,223,153,F,2018-10-23
SCOALA PRIMARA ADRIAN EM.POPESCU COVRIGI VAGIULESTI,439,131,128,F,2015-10-04
SCOALA PRIMARA ALBESTI,63,117,53,F,2012-03-30
SCOALA PRIMARA ALEXANDRU TATARASCU VALENI PLOPSORU,267,220,205,F,2012-04-02
SCOALA PRIMARA AMARASTI,285,333,259,F,2016-05-15
SCOALA PRIMARA AMPOITA,263,0,93,M,2012-08-19
SCOALA PRIMARA ANASTASYA CORBEANCA,299,324,289,F,2019-08-19
SCOALA PRIMARA ''ANDREI POPOVICI BAZNOSANU'' LUNCA,293,220,87,F,2013-04-01
SCOALA PRIMARA ANDREIASU DE SUS,418,334,210,M,2016-07-27
SCOALA PRIMARA ANDRONACHI GOGA SAT ALDESTI COMUNA BERESTI-MERIA,153,12,27,M,2014-04-02
SCOALA PRIMARA APA NEAGRA PADES,86,149,40,F,2012-09-12
SCOALA PRIMARA ARANEAG,152,288,183,M,2015-11-12
SCOALA PRIMARA ARGEA,6,205,266,F,2012-11-30
SCOALA PRIMARA ASPRA,212,315,147,M,2014-08-19
SCOALA PRIMARA AVRAM IANCU VIRFURILE,183,297,127,F,2016-01-14
SCOALA PRIMARA BACAINTI,86,102,231,F,2021-04-05
SCOALA PRIMARA BADESTI BRANESTI,9,292,153,F,2016-09-08
SCOALA PRIMARA BAGAU,185,296,110,M,2017-12-14
SCOALA PRIMARA BAIA DE FIER (GALBENU),67,91,53,M,2013-05-14
SCOALA PRIMARA BALACESTI BOLBOSI,435,275,289,M,2015-09-17
SCOALA PRIMARA BALASAN,318,340,113,F,2013-02-14
SCOALA PRIMARA BALCA,445,157,256,F,2020-12-10
SCOALA PRIMARA BALEASA,23,89,188,M,2013-12-07
SCOALA PRIMARA BALESTI,328,254,159,F,2020-04-15
SCOALA PRIMARA BALOMIRU DE CIMP,220,136,93,M,2018-12-12
SCOALA PRIMARA BANIU BORASCU,57,256,112,F,2017-04-27
SCOALA PRIMARA BARCANA,107,81,27,F,2013-05-21
SCOALA PRIMARA BARCANESTI,114,182,208,M,2019-06-15
SCOALA PRIMARA BARNA,55,293,119,M,2013-12-29
SCOALA PRIMARA BARSANA,223,148,29,M,2016-09-26
SCOALA PRIMARA BASCOV,179,338,115,F,2018-10-23
SCOALA PRIMARA BECHET,330,58,188,M,2014-01-29
SCOALA PRIMARA BERCHEZ,133,306,5,M,2016-09-15
SCOALA PRIMARA BERCHEZOAIA,25,313,286,M,2014-04-09
SCOALA PRIMARA BERECHIU,224,150,297,M,2017-11-20
SCOALA PRIMARA BERESTI,119,253,19,M,2017-03-23
SCOALA PRIMARA BERINDIA,116,152,180,M,2015-02-15
SCOALA PRIMARA BETA,201,18,186,F,2012-07-02
SCOALA PRIMARA BIBESTI SAULESTI,10,52,290,F,2019-12-07
SCOALA PRIMARA BICESTII DE JOS,167,157,183,F,2020-09-26
SCOALA PRIMARA BICESTII DE SUS,24,251,97,F,2014-12-12
SCOALA PRIMARA BISTRETU NOU,291,231,253,M,2021-03-21
SCOALA PRIMARA BLAGESTI,359,97,135,M,2016-09-08
SCOALA PRIMARA BOBARESTI,163,327,182,F,2012-01-03
SCOALA PRIMARA BOCA SAMARINESTI,408,76,46,F,2012-09-20
SCOALA PRIMARA BOGDANESTI,141,237,33,M,2021-06-18
SCOALA PRIMARA BOGEA,369,144,230,F,2013-01-28
SCOALA PRIMARA BOLBOSI BOLBOSI,234,250,277,F,2015-12-14
SCOALA PRIMARA BONTESTI,362,158,127,F,2012-05-15
SCOALA PRIMARA BOOVENI,25,282,20,M,2012-03-24
SCOALA PRIMARA BORDESTII DE JOS,140,163,147,M,2020-08-07
SCOALA PRIMARA BOROSTENI PESTISANI,17,76,115,M,2018-10-26
SCOALA PRIMARA BOSTANESTI,386,80,288,M,2018-01-07
SCOALA PRIMARA BOZ,278,52,210,M,2013-05-31
SCOALA PRIMARA BRADACESTI,201,330,78,F,2013-07-25
SCOALA PRIMARA BRADETU,323,134,186,M,2015-10-03
SCOALA PRIMARA BRANESTI,196,143,115,F,2018-05-14
SCOALA PRIMARA BRANISTE,92,271,208,F,2015-05-31
SCOALA PRIMARA BRANISTE-PODARI,121,51,276,M,2021-05-11
SCOALA PRIMARA BREBENI-ROMANI,385,30,137,M,2017-01-08
SCOALA PRIMARA BROSTENI,222,193,128,M,2021-02-02
SCOALA PRIMARA BUCERDEA VINOASA,279,336,163,F,2012-06-24
SCOALA PRIMARA BUCIUM CERBU,239,293,142,M,2021-02-15
SCOALA PRIMARA BUCIUM POIENI,81,185,261,F,2020-09-04
SCOALA PRIMARA BUCIUM SAT,205,325,86,F,2020-02-16
SCOALA PRIMARA BUCSANA PRIGORIA,128,25,142,F,2015-05-12
SCOALA PRIMARA BUDA,125,278,47,F,2016-09-26
SCOALA PRIMARA BUDESTI,93,84,193,M,2014-03-08
SCOALA PRIMARA BUDUHALA NR.2 TELESTI,427,330,227,M,2013-10-20
SCOALA PRIMARA BULBUCENI CAPRENI,84,29,300,M,2013-08-02
SCOALA PRIMARA BUNINGINEA,202,230,89,F,2013-02-14
SCOALA PRIMARA BURCIOAIA,295,339,138,M,2011-10-19
SCOALA PRIMARA BUSCA,7,113,222,M,2011-09-17
SCOALA PRIMARA BUSU,335,122,40,M,2015-06-08
SCOALA PRIMARA BUSUIOCI HUREZANI,256,16,264,M,2017-01-13
SCOALA PRIMARA BUSULETU,260,6,230,F,2019-11-24
SCOALA PRIMARA BUTA,228,330,51,F,2016-07-30
SCOALA PRIMARA BUTEASA,165,350,179,M,2020-04-09
SCOALA PRIMARA BUZESTI,89,85,138,M,2011-12-27
SCOALA PRIMARA CACIULATESTI,78,135,17,F,2017-01-18
SCOALA PRIMARA CAIATA,432,21,233,F,2015-01-31
SCOALA PRIMARA CALESTI STANESTI,235,204,162,F,2016-09-27
SCOALA PRIMARA CALIMANEASA,196,62,261,M,2011-10-22
SCOALA PRIMARA CALIMANESTI,396,60,264,M,2017-10-06
SCOALA PRIMARA CALINI,227,131,39,F,2012-09-14
SCOALA PRIMARA CALNICU DE SUS CALNIC,80,130,195,F,2021-07-11
SCOALA PRIMARA CALUGAREASA PRIGORIA,195,261,11,F,2016-11-24
SCOALA PRIMARA CALUGAREI,32,155,8,F,2012-05-06
SCOALA PRIMARA CALUGARENI PADES,277,78,193,M,2014-06-01
SCOALA PRIMARA CAMENCA,450,10,50,M,2017-03-24
SCOALA PRIMARA CAMPENI,300,27,216,M,2020-12-13
SCOALA PRIMARA CAMPULUNG LA TISA,133,127,40,F,2018-06-28
SCOALA PRIMARA CANDELA,141,190,48,F,2016-10-09
SCOALA PRIMARA CAPILNA,7,206,127,F,2012-12-30
SCOALA PRIMARA CAPUD,341,75,279,M,2015-06-20
SCOALA PRIMARA CARPINIS,146,320,30,M,2013-12-12
SCOALA PRIMARA CARSOCHESTI,270,310,175,F,2021-06-08
SCOALA PRIMARA CASTRELE TRAIANE,347,177,35,F,2012-05-29
SCOALA PRIMARA CATANELE,292,256,283,M,2014-02-07
SCOALA PRIMARA CATAUTI,403,57,145,F,2018-03-10
SCOALA PRIMARA CAUIA,59,150,183,F,2015-02-27
SCOALA PRIMARA CERBU,296,114,232,F,2016-11-15
SCOALA PRIMARA CERTEGE,42,308,191,M,2013-12-20
SCOALA PRIMARA CETEA,420,101,220,M,2012-12-22
SCOALA PRIMARA CHELMAC,319,227,149,M,2013-04-19
SCOALA PRIMARA CHETRENI,182,216,129,M,2015-03-30
SCOALA PRIMARA CHICIORA TANTARENI,78,327,289,F,2019-09-09
SCOALA PRIMARA CHILII,99,63,35,M,2016-02-27
SCOALA PRIMARA CHIRICARI,121,101,57,F,2018-08-26
SCOALA PRIMARA CHISLACA,127,78,172,M,2017-02-28
SCOALA PRIMARA CHIUZBAIA,381,158,246,F,2017-08-16
SCOALA PRIMARA CIB,77,44,185,F,2012-07-29
SCOALA PRIMARA CIOCADIA BENGESTI-CIOCADIA,93,239,228,M,2015-12-11
SCOALA PRIMARA CIOLT,151,21,63,M,2017-03-19
SCOALA PRIMARA CIONESTI,260,119,181,M,2017-07-10
SCOALA PRIMARA CIORANI,145,284,253,F,2014-04-15
SCOALA PRIMARA CISTEI,351,324,79,M,2017-01-19
SCOALA PRIMARA CISTEIU DE MURES,118,230,26,M,2011-12-05
SCOALA PRIMARA CIUCANI,140,233,238,F,2020-02-19
SCOALA PRIMARA CIUGUDU DE JOS,422,35,212,F,2016-10-09
SCOALA PRIMARA CIULDESTI,433,312,63,M,2017-06-14
SCOALA PRIMARA CLIPICESTI,269,111,231,M,2018-04-11
SCOALA PRIMARA CLOSANI PADES,14,41,261,F,2014-01-05
SCOALA PRIMARA COCORENIBALTENI,85,65,224,F,2019-05-10
SCOALA PRIMARA COJMANESTI SLIVILESTI,428,42,140,M,2011-08-31
SCOALA PRIMARA COLTESTI,372,192,12,M,2018-10-04
SCOALA PRIMARA COM. LALOSU,300,36,164,M,2018-03-29
SCOALA PRIMARA COM. OTESANI,264,181,221,M,2011-10-14
SCOALA PRIMARA COMANICEA,266,257,46,M,2015-09-29
SCOALA PRIMARA CONSTANTIN IONESCU-TIU TIU,42,162,294,M,2013-04-28
SCOALA PRIMARA COPACESTI,55,205,262,F,2013-06-30
SCOALA PRIMARA COPALNIC,87,252,275,F,2014-07-28
SCOALA PRIMARA CORNATEA,330,182,149,M,2014-12-31
SCOALA PRIMARA CORNETU,417,99,88,F,2019-06-18
SCOALA PRIMARA COROBAI DRAGOTESTI,413,274,287,F,2015-01-15
SCOALA PRIMARA CORUIA,255,340,182,M,2015-12-28
SCOALA PRIMARA COSTESTI,352,217,128,M,2014-04-15
SCOALA PRIMARA COSTISA,211,156,249,F,2013-02-27
SCOALA PRIMARA COTESTI,295,348,262,M,2016-09-01
SCOALA PRIMARA COVRAG,28,244,248,F,2018-05-04
SCOALA PRIMARA CRAIESTI,86,37,270,M,2012-04-11
SCOALA PRIMARA CRASNA DIN DEAL CRASNA,72,336,236,F,2017-01-12
SCOALA PRIMARA CUCHINIS,294,246,284,F,2019-01-13
SCOALA PRIMARA CUCOVA,222,311,129,M,2014-11-15
SCOALA PRIMARA CULCEA,20,330,43,F,2013-06-14
SCOALA PRIMARA CURPEN STANESTI,112,309,270,M,2018-05-21
SCOALA PRIMARA CURTUIUSU MIC,234,132,115,M,2019-04-13
SCOALA PRIMARA CUVIN,56,107,57,F,2012-11-19
SCOALA PRIMARA DEAL,175,12,191,M,2016-08-17
SCOALA PRIMARA DEALU LAMASOI,376,262,235,F,2019-11-13
SCOALA PRIMARA DEALU LUNG,280,321,236,F,2011-10-01
SCOALA PRIMARA DEALU PERJULUI,82,108,96,M,2020-09-20
SCOALA PRIMARA DEALU SARII,431,154,22,F,2016-12-12
SCOALA PRIMARA DEALU VIILOR CATUNE,135,330,260,M,2013-03-27
SCOALA PRIMARA DECEA,264,171,183,F,2012-06-03
SCOALA PRIMARA DELUT,312,129,152,M,2020-09-05
SCOALA PRIMARA DEM TEODORESCU SAT CIOCALTEI COM. ROESTI,280,195,156,F,2021-07-21
SCOALA PRIMARA DESA,289,10,131,F,2018-09-11
SCOALA PRIMARA DIENCI,367,66,242,M,2020-10-18
SCOALA PRIMARA DIONISIE POPOVICIU TAUTI,287,4,294,F,2014-05-24
SCOALA PRIMARA DOBRIDOR,409,29,193,M,2014-02-04
SCOALA PRIMARA DRAGOENI,218,163,34,F,2012-06-04
SCOALA PRIMARA DRAGOIESTI CRASNA,2,330,271,F,2016-11-01
SCOALA PRIMARA DRAGUIASA,424,144,120,M,2017-08-10
SCOALA PRIMARA DUD,277,289,64,F,2019-05-04
SCOALA PRIMARA DUMBRAVA,390,190,261,F,2014-08-04
SCOALA PRIMARA DUMBRAVENI CRASNA,95,191,291,F,2017-02-22
SCOALA PRIMARA DUMITRESTII DE SUS,284,52,165,M,2018-03-16
SCOALA PRIMARA DUMITRU I.GHIMUS SAT LUNGESTI COMUNA BALABANESTI,0,77,36,M,2013-08-11
SCOALA PRIMARA ''DUMITRU POMPAS'' BALINTI,96,125,290,M,2015-12-22
SCOALA PRIMARA DUPA PLESE,59,15,184,F,2016-08-13
SCOALA PRIMARA DUVLEA-ZDRENGHEA SEBESEL,448,115,23,F,2021-01-01
SCOALA PRIMARA EP. DR. ALEXANDRU RUSU BAIA MARE,410,327,203,F,2015-05-19
SCOALA PRIMARA FAGETU DE SUS,372,314,252,M,2020-11-06
SCOALA PRIMARA FALCOIENI,376,105,287,F,2014-06-25
SCOALA PRIMARA FANATE,295,243,86,F,2017-07-27
SCOALA PRIMARA FANTANA BANULUI CETATE,378,349,211,F,2019-10-24
SCOALA PRIMARA FEISA,366,260,180,F,2016-08-24
SCOALA PRIMARA FERICET,307,29,200,M,2020-05-23
SCOALA PRIMARA FERSIG,295,79,10,F,2015-03-07
SCOALA PRIMARA FLORU,244,159,105,F,2011-12-12
SCOALA PRIMARA FRATILA,19,137,241,F,2017-10-11
SCOALA PRIMARA FRUNTESTI,36,350,211,F,2020-10-20
SCOALA PRIMARA GALATI,445,284,272,M,2019-12-30
SCOALA PRIMARA GALBENI,450,291,42,M,2016-10-11
SCOALA PRIMARA GALDA DE SUS,236,121,106,M,2017-05-31
SCOALA PRIMARA GARLESTI,150,2,160,M,2019-04-09
SCOALA PRIMARA GASTENI,212,332,14,M,2020-04-30
SCOALA PRIMARA GHEORGHE PAVELESCU PURCARETI,278,196,266,F,2015-04-19
SCOALA PRIMARA ''GHEORGHE PRICOP'' CHITOVENI,191,47,94,M,2014-05-19
SCOALA PRIMARA GHEORGHE SAULESCU RASNICU OGHIAN,358,15,179,F,2012-03-28
SCOALA PRIMARA GHILAVESTI,309,180,181,F,2011-12-10
SCOALA PRIMARA GHIRBOM,26,216,32,M,2018-11-09
SCOALA PRIMARA GHIZDAVESTI,101,212,289,M,2021-01-01
SCOALA PRIMARA GILORTU BRANESTI,198,324,51,M,2013-11-18
SCOALA PRIMARA GIRBOVA DE JOS,265,41,282,F,2014-12-31
SCOALA PRIMARA GIURGIUT,426,175,195,M,2015-03-23
SCOALA PRIMARA Gl.(Ma).NICOLAE DUMITRESCU MAICAN TONEA,330,63,10,F,2012-08-15
SCOALA PRIMARA GLOD,175,0,35,M,2012-01-21
SCOALA PRIMARA GLODENI BALANESTI,76,152,60,M,2017-06-25
SCOALA PRIMARA GODINESTI,407,343,113,F,2012-05-22
SCOALA PRIMARA GOLUMBU,316,236,243,M,2011-09-18
SCOALA PRIMARA GROSII NOI,157,338,245,M,2014-12-03
SCOALA PRIMARA GURA MINEI,89,213,203,F,2015-05-25
SCOALA PRIMARA GURA RACULUI,249,300,72,M,2020-08-30
SCOALA PRIMARA GURA ROSIEI,306,317,208,F,2018-09-09
SCOALA PRIMARA HALANGESTI DANCIULESTI,109,196,158,M,2016-08-15
SCOALA PRIMARA HARET,56,322,145,F,2012-03-22
SCOALA PRIMARA HARLESTI,359,161,227,M,2021-01-24
SCOALA PRIMARA HARNICESTI,289,192,241,F,2019-06-01
SCOALA PRIMARA HAULISCA,340,48,125,F,2018-05-26
SCOALA PRIMARA HECICA,268,264,4,F,2016-05-10
SCOALA PRIMARA HODOREASCA CALNIC,14,144,21,F,2012-10-23
SCOALA PRIMARA HRIHORET DE JOS,123,115,138,F,2013-08-20
SCOALA PRIMARA IERMATA,378,276,300,M,2015-05-06
SCOALA PRIMARA IERMATA-NEAGRA,9,92,240,M,2018-10-03
Scoala Primara Inaschool,317,100,219,F,2021-03-12
SCOALA PRIMARA INAU,56,93,261,F,2014-09-18
SCOALA PRIMARA INV NICOLAE CARANDA GLOGOVA,143,341,17,F,2016-07-31
SCOALA PRIMARA INVATATOR GRIGORE MAGHERESCU MAGHERESTI SACELU,247,344,99,F,2015-05-10
SCOALA PRIMARA IOAN SI NATALIA CORBU'' DAMILENI,335,158,47,M,2011-12-31
SCOALA PRIMARA ION VODA CEL VITEAZ SAT ROSCANI COMUNA BANEASA,56,79,200,F,2013-12-05
SCOALA PRIMARA IRESTI,17,39,171,M,2012-04-01
SCOALA PRIMARA IVANCESTI,105,219,215,M,2011-07-30
